cve,succeed,target,tp,tn,fp,fn,failed_versions,additional_error,false_positive,false_negative
CVE-2018-7208,0,0,0,0,0,0,,,,
CVE-2018-6543,0,0,0,0,0,0,,,,
CVE-2018-6759,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-6872,1,4,0,1,0,3,,,,2.32;2.31;2.31.1
CVE-2018-7570,0,0,0,0,0,0,,,,
CVE-2018-7568,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-7569,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-7643,0,4,0,0,0,3,,2.32;2.31;2.31.1;2.30,,2.32;2.31;2.31.1
CVE-2018-10372,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-10373,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-8945,0,4,0,0,0,0,,2.32;2.31;2.31.1;2.30,,
CVE-2018-17360,0,0,0,0,0,0,,,,
CVE-2018-18605,1,4,0,1,0,3,,,,2.32;2.34;2.33.1
CVE-2018-18606,0,4,0,0,0,0,,2.31;2.32;2.34;2.33.1,,
CVE-2018-18607,0,4,0,0,0,0,,2.31;2.32;2.34;2.33.1,,
CVE-2018-19932,0,0,0,0,0,0,,,,
CVE-2018-20002,0,4,0,0,0,0,,2.31;2.32;2.34;2.33.1,,
CVE-2018-1000876,0,6,0,0,0,3,,2.34;2.32;2.31;2.30;2.31.1;2.33.1,,2.32;2.34;2.33.1
CVE-2018-20651,0,0,0,0,0,0,,,,
CVE-2018-20671,0,0,0,0,0,0,,,,
CVE-2019-17451,0,4,0,0,0,0,,2.32;2.34;2.35;2.33.1,,
CVE-2020-19724,0,6,0,0,0,0,,2.35.1;2.34;2.32;2.31.1;2.35;2.33.1,,
CVE-2020-16590,0,0,0,0,0,0,,,,
CVE-2020-16591,0,0,0,0,0,0,,,,
CVE-2020-16593,0,4,0,0,0,0,,2.35.1;2.36.1;2.35.2;2.35,,
CVE-2020-16599,0,4,0,0,0,0,,2.35.1;2.36.1;2.35.2;2.35,,
CVE-2020-35448,1,3,0,1,0,2,,,,2.37;2.36.1
CVE-2021-20294,0,5,0,0,0,0,,2.35.1;2.37;2.35.2;2.35;2.36.1,,
CVE-2021-45078,0,5,0,0,0,0,,2.39;2.37;2.35.2;2.38;2.36.1,,
CVE-2022-38533,3,5,0,3,0,2,,,,2.41;2.42
CVE-2023-25586,0,3,0,0,0,0,,2.41;2.43;2.42,,
CVE-2022-48063,0,0,0,0,0,0,,,,
CVE-2022-48064,3,5,0,3,0,2,,,,2.41;2.42
CVE-2022-48065,0,5,0,0,0,0,,2.41;2.39;2.37;2.38;2.42,,
CVE-2023-1579,1,3,0,1,0,2,,,,2.41;2.42
CVE-2018-17358,0,4,0,0,0,0,,2.41;2.43;2.42;2.31.1,,
